id,nnights,nadults,nchildren,planning,sex,age,education,income,region,shopping,antiquing,scenery,eatfine,eatcasual,eatfamstyle,eatfastfood,museums,indoorpool,outdoorpool,hiking,gambling,boatswim,fishing,golfing,boattours,rideducks,amusepark,minigolf,gocarting,waterpark,circusworld,tbskishow,helicopter,horseride,standrock,outattract,nearbyattract,movietheater,concerttheater,barpubdance,shopbroadway,bungeejumping
965,2,2,No kids,This Month,Female,35-44,Post Grad,Upper Income,,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO
966,3,2,1,This Week,Female,35-44,Some College,Lower Income,Other,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO
967,2,1,1,One Month or More Ago,Female,55-64,Post Grad,Lower Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO
968,0,2,2,This Week,Male,45-54,Post Grad,Middle Income,Chicago,NO,NO,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO
969,0,1,1,This Week,Male,65+,Post Grad,,Other Wisconsin,NO,NO,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
970,3,3,No kids,This Month,Female,55-64,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,YES,YES,NO
971,4+,1,4,This Week,Female,55-64,College Grad,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES
972,2,2,1,One Month or More Ago,Male,45-54,College Grad,Upper Income,Chicago,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,NO,YES,NO
973,1,2,1,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
974,4+,2,5+,One Month or More Ago,Female,35-44,College Grad,Middle Income,Other,NO,NO,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES
975,0,4,1,This Week,Female,45-54,College Grad,Lower Income,Madison,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
976,4+,3,3,This Month,Female,35-44,Post Grad,,Chicago,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
977,0,2,1,One Month or More Ago,Male,45-54,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,NO
978,0,3,5+,This Month,Male,35-44,College Grad,Lower Income,Other Wisconsin,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
979,2,2,2,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Milwaukee,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO
980,3,2,5+,This Week,Female,25-34,Some College,Middle Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO
981,2,1,2,One Month or More Ago,Female,35-44,College Grad,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO
982,3,2,2,One Month or More Ago,Male,35-44,College Grad,Middle Income,Minneapolis/StPaul,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
983,3,2,2,One Month or More Ago,Female,35-44,Post Grad,Lower Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO
984,2,1,2,One Month or More Ago,Male,35-44,College Grad,Lower Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO
985,0,2,2,One Month or More Ago,Female,35-44,College Grad,Lower Income,Other Wisconsin,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
986,2,3,5+,This Week,Female,35-44,Post Grad,Lower Income,Chicago,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
987,4+,3,3,This Month,Male,35-44,College Grad,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO
988,2,1,4,One Month or More Ago,Male,35-44,College Grad,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,YES,NO
989,1,4,No kids,One Month or More Ago,Female,25-34,Post Grad,Middle Income,Chicago,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
990,2,3,2,One Month or More Ago,Female,65+,HS Grad or Less,,Minneapolis/StPaul,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,NO
991,2,4,4,One Month or More Ago,Male,45-54,College Grad,Middle Income,Milwaukee,YES,NO,NO,NO,YES,NO,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
992,4+,2,2,This Month,Female,35-44,HS Grad or Less,Lower Income,Chicago,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
993,4+,3,4,One Month or More Ago,Male,35-44,Some College,,Chicago,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
994,1,2,No kids,This Week,Male,35-44,Post Grad,Lower Income,Other,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO
995,3,4,No kids,One Month or More Ago,Male,65+,Post Grad,,Other Wisconsin,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO
996,2,2,No kids,This Week,Male,55-64,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
997,0,2,2,One Month or More Ago,Male,35-44,Some College,Middle Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
998,1,5+,No kids,One Month or More Ago,Female,65+,Some College,Lower Income,Other,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,NO
999,3,4,2,One Month or More Ago,Female,35-44,Some College,Lower Income,Milwaukee,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO
1000,4+,4,5+,This Month,Male,25-34,HS Grad or Less,Lower Income,Other,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO
1001,0,2,No kids,This Week,Male,55-64,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,NO,YES,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO
1002,4+,2,No kids,One Month or More Ago,Male,65+,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO
1003,0,2,2,This Week,Female,35-44,HS Grad or Less,,Madison,YES,NO,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,NO,NO,YES,YES
1004,4+,2,1,One Month or More Ago,Male,25-34,Post Grad,Upper Income,Chicago,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO
1005,4+,2,1,This Week,Female,LT 25,HS Grad or Less,Lower Income,Other,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES
1006,0,3,2,This Week,Female,55-64,Some College,Lower Income,Madison,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,YES
1007,4+,1,2,One Month or More Ago,Female,35-44,Some College,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,NO,YES,NO
1008,2,2,1,This Week,Male,45-54,College Grad,Upper Income,Milwaukee,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO
1009,0,3,1,This Week,Female,35-44,HS Grad or Less,Lower Income,Other Wisconsin,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,YES,YES,YES,NO,YES,NO,NO,NO
1010,1,2,2,This Month,Female,35-44,HS Grad or Less,Lower Income,Madison,YES,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1011,3,2,2,This Week,Female,25-34,Some College,,Chicago,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO
1012,0,2,No kids,This Week,Female,55-64,HS Grad or Less,Lower Income,Madison,YES,NO,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO
1013,2,4,3,One Month or More Ago,Female,35-44,Some College,Lower Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
1014,3,3,No kids,One Month or More Ago,Female,55-64,HS Grad or Less,Upper Income,Other,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO
1015,0,4,No kids,One Month or More Ago,Female,55-64,Some College,Lower Income,Other,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,NO
1016,0,2,2,This Week,Female,35-44,Some College,Upper Income,Madison,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO
1017,3,3,2,One Month or More Ago,Female,25-34,Some College,Middle Income,Milwaukee,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO
1018,4+,1,2,One Month or More Ago,Female,45-54,Post Grad,Middle Income,Other,YES,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO
1019,2,2,1,One Month or More Ago,Male,35-44,Post Grad,Middle Income,Milwaukee,YES,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO
1020,0,2,2,This Week,Female,35-44,Some College,Middle Income,Madison,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
1021,4+,3,2,One Month or More Ago,Male,55-64,College Grad,,Chicago,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1022,4+,2,3,This Month,Female,25-34,Some College,Lower Income,Chicago,YES,NO,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1023,3,5+,5+,This Month,Female,65+,HS Grad or Less,Lower Income,Chicago,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO
1024,3,2,No kids,One Month or More Ago,Female,65+,HS Grad or Less,,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO
1025,2,2,2,This Week,Female,35-44,Some College,Middle Income,Minneapolis/StPaul,YES,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,YES,YES,NO
1026,2,2,No kids,This Week,Male,45-54,HS Grad or Less,Lower Income,Other,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,YES,NO,YES,NO
1027,2,2,1,One Month or More Ago,Female,35-44,HS Grad or Less,Lower Income,Milwaukee,YES,NO,YES,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1028,3,2,2,This Month,Male,25-34,Some College,Lower Income,Other Wisconsin,YES,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,YES,NO
1029,2,3,3,One Month or More Ago,Female,55-64,College Grad,,Milwaukee,NO,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,NO,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,NO,NO,YES,NO,NO
1030,4+,2,1,One Month or More Ago,Female,35-44,HS Grad or Less,Upper Income,Milwaukee,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
1031,0,2,2,This Week,Male,35-44,Some College,Middle Income,Chicago,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1032,2,2,3,One Month or More Ago,Male,45-54,Post Grad,Upper Income,Chicago,YES,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO
1033,0,1,3,This Week,Female,25-34,College Grad,Upper Income,Madison,YES,NO,NO,NO,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1034,4+,2,3,One Month or More Ago,Female,35-44,Some College,Middle Income,Milwaukee,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO
1035,4+,2,2,One Month or More Ago,Female,45-54,Post Grad,,Other,NO,NO,YES,NO,NO,YES,YES,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO
1036,4+,2,5+,This Week,Female,35-44,Post Grad,Upper Income,Madison,YES,NO,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,YES,YES,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
1037,3,2,2,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Madison,YES,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,YES,YES,NO,NO,YES,NO,NO,YES,NO,YES,YES,YES,NO
1038,3,2,1,One Month or More Ago,Female,35-44,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1039,1,2,2,This Week,Female,25-34,College Grad,Lower Income,Chicago,YES,NO,NO,NO,YES,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1040,1,2,5+,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Madison,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1041,2,2,2,This Month,Male,35-44,Post Grad,Upper Income,Milwaukee,YES,NO,YES,NO,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO
1042,4+,5+,2,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Other,YES,NO,YES,NO,YES,YES,YES,NO,YES,YES,NO,YES,NO,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO
1043,3,5+,5+,One Month or More Ago,Female,25-34,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,YES,YES,YES,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1044,3,2,2,This Month,Female,45-54,HS Grad or Less,Middle Income,Chicago,YES,NO,YES,NO,YES,YES,YES,YES,YES,YES,NO,YES,YES,NO,NO,NO,YES,NO,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1045,0,2,1,One Month or More Ago,Female,35-44,College Grad,Middle Income,Other,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,YES,NO,YES,NO
1046,1,4,4,One Month or More Ago,Male,35-44,HS Grad or Less,Upper Income,Madison,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1047,3,2,2,This Week,Male,35-44,HS Grad or Less,Lower Income,Other Wisconsin,YES,YES,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,NO,YES,NO,NO,NO,NO,NO
1048,1,2,2,This Week,Female,35-44,Some College,Middle Income,Madison,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1049,3,2,3,One Month or More Ago,Female,35-44,College Grad,Lower Income,Other,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,NO,NO,YES,NO,NO,NO,YES,NO
1050,1,2,1,One Month or More Ago,Male,35-44,HS Grad or Less,Middle Income,Milwaukee,YES,YES,NO,YES,NO,NO,NO,NO,YES,YES,NO,NO,YES,NO,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1051,2,4,5+,One Month or More Ago,Female,35-44,Some College,,Chicago,YES,NO,YES,YES,YES,YES,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO
1052,0,3,2,One Month or More Ago,Male,45-54,Post Grad,Middle Income,Madison,YES,NO,YES,NO,NO,NO,YES,NO,NO,NO,YES,YES,YES,NO,NO,NO,NO,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,YES,NO,NO,NO,NO,NO
1053,1,2,3,One Month or More Ago,Male,25-34,Post Grad,Upper Income,Madison,NO,NO,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO
1054,0,3,1,This Week,Male,55-64,Post Grad,Upper Income,Other,NO,NO,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,YES,YES,NO,NO,NO,NO,NO,NO,YES,YES,NO,NO
1055,1,2,2,This Week,Male,35-44,HS Grad or Less,Middle Income,Milwaukee,YES,NO,NO,NO,YES,YES,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,NO
1056,0,2,1,This Week,Female,35-44,College Grad,,Other Wisconsin,NO,NO,NO,YES,NO,NO,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO,NO,NO,YES,YES,NO
1057,2,2,2,This Month,Female,35-44,College Grad,Middle Income,Minneapolis/StPaul,NO,NO,YES,YES,YES,YES,YES,NO,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,YES,NO,NO,NO,NO,NO,NO,NO,YES,NO,NO,YES,NO
1058,0,2,2,This Week,Female,35-44,College Grad,,Milwaukee,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,NO,YES,YES,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,NO,NO,NO,NO
1059,4+,2,2,One Month or More Ago,Female,35-44,Post Grad,Middle Income,Milwaukee,YES,NO,NO,NO,YES,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,YES,NO,NO,YES,NO
1060,4+,2,5+,One Month or More Ago,Male,35-44,Some College,Middle Income,Minneapolis/StPaul,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,YES,NO,NO,NO,YES,YES,NO,NO,NO,YES,NO
1061,0,4,5+,One Month or More Ago,Female,25-34,HS Grad or Less,,Other Wisconsin,YES,NO,YES,YES,NO,YES,NO,NO,YES,YES,NO,YES,YES,NO,NO,YES,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,NO,NO,NO,NO,YES,YES,NO
1062,4+,2,4,One Month or More Ago,Female,25-34,Some College,Lower Income,Chicago,YES,NO,YES,YES,NO,YES,NO,YES,YES,YES,NO,NO,YES,NO,NO,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,YES,YES,YES,NO,YES,NO,YES,NO
1063,4+,2,2,This Week,Female,35-44,Some College,Middle Income,Chicago,NO,NO,YES,YES,YES,NO,NO,YES,YES,YES,NO,NO,NO,YES,NO,YES,YES,YES,YES,YES,NO,YES,NO,YES,NO,YES,YES,YES,NO,NO,NO,YES,NO
